serviceappointment_id,created_date,appointment_date,status,arrival_window_start_time,arrival_window_end_time,on_site,service_territory,work_type,customer_home,serviceresource_id
7000002bYbiAAE,2022-09-26,2022-10-05,cannot start,2022-10-05 06:00:00,2022-10-05 08:00:00,2022-10-05 07:17:00,T-Utrecht-Noord,installation,0,v0000000UzCCAU
7000002cOJ3AAM,2022-10-15,2022-10-19,completed,2022-10-19 08:00:00,2022-10-19 10:00:00,2022-10-19 08:40:00,T-Utrecht-Noord,installation,1,v0000000UzCCAU
7000002bEqFAAU,2022-09-19,2022-10-19,completed,2022-10-19 06:00:00,2022-10-19 08:00:00,2022-10-19 08:27:00,T-Flevoland,installation,1,v0000000UzCCAU
7000002EITIAA4,2022-07-26,2022-10-06,completed,2022-10-06 06:00:00,2022-10-06 08:00:00,2022-10-06 07:56:00,T-Utrecht-Noord,installation,1,v0000000UzCCAU
7000002c1NGAAY,2022-10-06,2022-10-14,cannot start,2022-10-14 06:00:00,2022-10-14 08:00:00,2022-10-14 08:02:00,T-Utrecht-Noord,repair,0,v0000000UzCCAU
7000002bMBOAA2,2022-09-21,2022-10-19,completed,2022-10-19 06:00:00,2022-10-19 08:00:00,2022-10-19 07:36:00,T-Flevoland,installation,1,v0000000UzCCAU
7000002awLSAAY,2022-09-12,2022-10-04,completed,2022-10-04 06:00:00,2022-10-04 08:00:00,2022-10-04 07:38:00,T-Utrecht-Noord,installation,1,v0000000UzCCAU
7000002bZ5nAAE,2022-09-26,2022-10-20,cannot start,2022-10-20 06:00:00,2022-10-20 08:00:00,2022-10-20 07:08:00,T-Utrecht-Noord,installation,0,v0000000UzCCAU
7000002bTyhAAE,2022-09-23,2022-10-05,cannot start,2022-10-05 10:00:00,2022-10-05 12:00:00,2022-10-05 10:32:00,T-Utrecht-Noord,installation,0,v0000000UzCCAU
7000002cENYAA2,2022-10-12,2022-10-13,completed,2022-10-13 08:00:00,2022-10-13 10:00:00,2022-10-13 08:42:00,T-Utrecht-Noord,repair,1,v0000000UzCCAU
7000002biHFAAY,2022-09-29,2022-10-19,completed,2022-10-19 10:00:00,2022-10-19 12:00:00,2022-10-19 10:36:00,T-Utrecht-Noord,installation,1,v0000000UzCCAU
7000002bXgrAAE,2022-09-26,2022-10-06,completed,2022-10-06 10:00:00,2022-10-06 12:00:00,2022-10-06 11:26:00,T-Utrecht-Noord,installation,1,v0000000UzCCAU
7000002cQwqAAE,2022-10-17,2022-10-18,completed,2022-10-18 06:00:00,2022-10-18 08:00:00,2022-10-18 07:22:00,T-Flevoland,repair,1,v0000000UzCCAU
7000002bFcnAAE,2022-09-19,2022-10-04,cannot start,2022-10-04 10:00:00,2022-10-04 12:00:00,2022-10-04 12:11:00,T-Utrecht-Noord,installation,0,v0000000UzCCAU
7000002biF4AAI,2022-09-29,2022-10-11,completed,2022-10-11 10:00:00,2022-10-11 12:00:00,2022-10-11 10:53:00,T-Flevoland,installation,1,v0000000UzCCAU
7000002bezSAAQ,2022-09-28,2022-10-20,cannot start,2022-10-20 10:00:00,2022-10-20 12:00:00,2022-10-20 12:02:00,T-Utrecht-Noord,installation,0,v0000000UzCCAU
7000002bxQaAAI,2022-10-05,2022-10-18,completed,2022-10-18 10:00:00,2022-10-18 12:00:00,2022-10-18 10:18:00,T-Flevoland,installation,1,v0000000UzCCAU
7000002boyUAAQ,2022-10-03,2022-10-17,completed,2022-10-17 08:00:00,2022-10-17 10:00:00,2022-10-17 08:59:00,T-Utrecht-Noord,repair,1,v0000000UzCCAU
7000002bAoUAAU,2022-09-16,2022-10-17,completed,2022-10-17 06:00:00,2022-10-17 08:00:00,2022-10-17 07:45:00,T-Utrecht-Noord,installation,1,v0000000UzCCAU
7000002cVaBAAU,2022-10-18,2022-10-21,completed,2022-10-21 08:00:00,2022-10-21 10:00:00,2022-10-21 08:54:00,T-Utrecht-Noord,repair,1,v0000000UzCCAU
7000002awrOAAQ,2022-09-12,2022-10-12,completed,2022-10-12 06:00:00,2022-10-12 08:00:00,2022-10-12 06:59:00,T-Flevoland,repair,1,v0000000UzCCAU
7000002apymAAA,2022-09-08,2022-10-11,completed,2022-10-11 06:00:00,2022-10-11 08:00:00,2022-10-11 07:35:00,T-Utrecht-Noord,repair,1,v0000000UzCCAU
7000002cBBFAA2,2022-10-11,2022-10-14,completed,2022-10-14 10:00:00,2022-10-14 12:00:00,2022-10-14 10:34:00,T-Utrecht-Noord,repair,1,v0000000UzCCAU
7000002bQ2zAAE,2022-09-22,2022-10-05,completed,2022-10-05 08:00:00,2022-10-05 10:00:00,2022-10-05 07:57:00,T-Utrecht-Noord,repair,1,v0000000UzCCAU
7000002bxfkAAA,2022-10-05,2022-10-06,cannot start,2022-10-06 08:00:00,2022-10-06 10:00:00,2022-10-06 10:30:00,T-Utrecht-Noord,repair,0,v0000000UzCCAU
7000002bKonAAE,2022-09-21,2022-10-07,completed,2022-10-07 10:00:00,2022-10-07 12:00:00,2022-10-07 10:23:00,T-Utrecht-Noord,installation,1,v0000000UzCCAU
7000002cLz1AAE,2022-10-14,2022-10-17,completed,2022-10-17 10:00:00,2022-10-17 12:00:00,2022-10-17 12:12:00,T-Utrecht-Noord,repair,1,v0000000UzCCAU
7000002alD7AAI,2022-09-06,2022-10-07,cannot start,2022-10-07 06:00:00,2022-10-07 08:00:00,2022-10-07 07:42:00,T-Utrecht-Noord,installation,0,v0000000UzCCAU
7000002bXxdAAE,2022-09-26,2022-10-11,completed,2022-10-11 06:00:00,2022-10-11 08:00:00,2022-10-11 06:47:00,T-Utrecht-Noord,installation,1,v0000000UzCCAU
7000002aQ3bAAE,2022-08-26,2022-10-07,completed,2022-10-07 06:00:00,2022-10-07 08:00:00,2022-10-07 06:37:00,T-Utrecht-Noord,installation,1,v0000000UzCCAU
7000002az7YAAQ,2022-09-12,2022-10-12,completed,2022-10-12 06:00:00,2022-10-12 08:00:00,2022-10-12 07:29:00,T-Flevoland,repair,1,v0000000UzCCAU
7000002c2YyAAI,2022-10-07,2022-10-13,completed,2022-10-13 08:00:00,2022-10-13 10:00:00,2022-10-13 10:34:00,T-Utrecht-Noord,repair,1,v0000000UzCCAU
7000002bAQwAAM,2022-09-16,2022-10-17,cannot start,2022-10-17 06:00:00,2022-10-17 08:00:00,2022-10-17 07:49:00,T-Flevoland,installation,0,v0000000UzCCAU
7000002aZqRAAU,2022-08-31,2022-10-07,completed,2022-10-07 10:00:00,2022-10-07 12:00:00,2022-10-07 09:59:00,T-Utrecht-Noord,installation,1,v0000000UzCCAU
7000002bx4AAAQ,2022-10-05,2022-10-18,completed,2022-10-18 10:00:00,2022-10-18 12:00:00,2022-10-18 11:34:00,T-Flevoland,installation,1,v0000000UzCCAU
7000002bFUeAAM,2022-09-19,2022-10-13,cannot start,2022-10-13 06:00:00,2022-10-13 08:00:00,2022-10-13 08:00:00,T-Utrecht-Noord,installation,0,v0000000UzCCAU
7000002biDIAAY,2022-09-29,2022-10-06,completed,2022-10-06 08:00:00,2022-10-06 10:00:00,2022-10-06 09:52:00,T-Utrecht-Noord,repair,1,v0000000UzCCAU
7000002bqV0AAI,2022-10-03,2022-10-21,completed,2022-10-21 06:00:00,2022-10-21 08:00:00,2022-10-21 06:31:00,T-Flevoland,installation,1,v0000000UzCCAU
7000002bzzrAAA,2022-10-06,2022-10-07,cannot start,2022-10-07 08:00:00,2022-10-07 10:00:00,2022-10-07 09:33:00,T-Utrecht-Noord,repair,0,v0000000UzCCAU
7000002aqpWAAQ,2022-09-08,2022-10-11,completed,2022-10-11 06:00:00,2022-10-11 08:00:00,2022-10-11 08:41:00,T-Utrecht-Noord,installation,1,v0000000UzCCAU
7000002atGZAAY,2022-09-09,2022-10-10,completed,2022-10-10 06:00:00,2022-10-10 08:00:00,2022-10-10 07:22:00,T-Flevoland,repair,1,v0000000UzCCAU
7000002b6pYAAQ,2022-09-15,2022-10-14,cannot start,2022-10-14 06:00:00,2022-10-14 08:00:00,2022-10-14 08:17:00,T-Utrecht-Noord,repair,0,v0000000UzCCAU
7000002ashFAAQ,2022-09-09,2022-10-10,cannot start,2022-10-10 06:00:00,2022-10-10 08:00:00,2022-10-10 07:52:00,T-Utrecht-Noord,installation,0,v0000000UzCCAU
7000002Znr1AAC,2022-08-09,2022-10-06,completed,2022-10-06 06:00:00,2022-10-06 08:00:00,2022-10-06 07:10:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002aWx1AAE,2022-08-30,2022-10-03,cannot start,2022-10-03 12:00:00,2022-10-03 14:00:00,2022-10-03 12:40:00,T-Noord-Brabant-Midden,installation,0,v000000TpKGCA0
7000002b2FpAAI,2022-09-13,2022-10-06,cannot start,2022-10-06 12:00:00,2022-10-06 14:00:00,2022-10-06 12:24:00,T-Noord-Brabant-Midden,installation,0,v000000TpKGCA0
7000002aej1AAA,2022-09-02,2022-10-03,completed,2022-10-03 12:00:00,2022-10-03 14:00:00,2022-10-03 13:23:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002aqs2AAA,2022-09-08,2022-10-05,completed,2022-10-05 06:00:00,2022-10-05 08:00:00,2022-10-05 06:56:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002aoQoAAI,2022-09-07,2022-10-04,completed,2022-10-04 10:00:00,2022-10-04 12:00:00,2022-10-04 12:11:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002bdjrAAA,2022-09-28,2022-10-06,cannot start,2022-10-06 08:00:00,2022-10-06 10:00:00,2022-10-06 10:26:00,T-Noord-Brabant-Midden,installation,0,v000000TpKGCA0
7000002aSJCAA2,2022-08-29,2022-10-03,completed,2022-10-03 06:00:00,2022-10-03 08:00:00,2022-10-03 06:47:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002bp8KAAQ,2022-10-03,2022-10-06,completed,2022-10-06 08:00:00,2022-10-06 10:00:00,2022-10-06 09:38:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002bPFnAAM,2022-09-22,2022-10-05,completed,2022-10-05 12:00:00,2022-10-05 14:00:00,2022-10-05 12:41:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002anOMAAY,2022-09-07,2022-10-04,completed,2022-10-04 12:00:00,2022-10-04 14:00:00,2022-10-04 13:24:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002apqJAAQ,2022-09-08,2022-10-04,completed,2022-10-04 12:00:00,2022-10-04 14:00:00,2022-10-04 13:23:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002b0Y6AAI,2022-09-13,2022-10-06,completed,2022-10-06 10:00:00,2022-10-06 12:00:00,2022-10-06 11:31:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002aq4fAAA,2022-09-08,2022-10-04,completed,2022-10-04 10:00:00,2022-10-04 12:00:00,2022-10-04 11:42:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002bFahAAE,2022-09-19,2022-10-06,completed,2022-10-06 12:00:00,2022-10-06 14:00:00,2022-10-06 13:01:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002a8VQAAY,2022-08-18,2022-10-04,completed,2022-10-04 06:00:00,2022-10-04 08:00:00,2022-10-04 07:32:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002ac4QAAQ,2022-09-01,2022-10-03,completed,2022-10-03 06:00:00,2022-10-03 08:00:00,2022-10-03 07:19:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002bInOAAU,2022-09-20,2022-10-07,completed,2022-10-07 10:00:00,2022-10-07 12:00:00,2022-10-07 10:50:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002bc82AAA,2022-09-27,2022-10-05,completed,2022-10-05 08:00:00,2022-10-05 10:00:00,2022-10-05 08:31:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002aeUGAAY,2022-09-02,2022-10-07,cannot start,2022-10-07 08:00:00,2022-10-07 10:00:00,2022-10-07 08:44:00,T-Noord-Brabant-Midden,installation,0,v000000TpKGCA0
7000002bkn8AAA,2022-09-30,2022-10-05,completed,2022-10-05 08:00:00,2022-10-05 10:00:00,2022-10-05 10:36:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002bDCnAAM,2022-09-19,2022-10-05,completed,2022-10-05 10:00:00,2022-10-05 12:00:00,2022-10-05 11:56:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002bfXUAAY,2022-09-28,2022-10-06,completed,2022-10-06 08:00:00,2022-10-06 10:00:00,2022-10-06 09:17:00,T-Noord-Brabant-Midden,repair,1,v000000TpKGCA0
7000002b0tYAAQ,2022-09-13,2022-10-03,cannot start,2022-10-03 08:45:00,2022-10-03 09:45:00,2022-10-03 09:51:00,T-Noord-Brabant-Midden,installation,0,v000000TpKGCA0
7000002bhPXAAY,2022-09-29,2022-10-04,completed,2022-10-04 08:00:00,2022-10-04 10:00:00,2022-10-04 09:05:00,T-Noord-Brabant-Midden,repair,1,v000000TpKGCA0
7000002bFZoAAM,2022-09-19,2022-10-06,completed,2022-10-06 06:00:00,2022-10-06 08:00:00,2022-10-06 07:18:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002av3hAAA,2022-09-10,2022-10-06,completed,2022-10-06 06:00:00,2022-10-06 08:00:00,2022-10-06 07:26:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002alGQAAY,2022-09-06,2022-10-05,completed,2022-10-05 12:00:00,2022-10-05 14:00:00,2022-10-05 13:27:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002b57uAAA,2022-09-14,2022-10-07,completed,2022-10-07 06:00:00,2022-10-07 08:00:00,2022-10-07 07:16:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002atmaAAA,2022-09-09,2022-10-05,completed,2022-10-05 10:00:00,2022-10-05 12:00:00,2022-10-05 11:29:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002bYDvAAM,2022-09-26,2022-10-07,completed,2022-10-07 12:00:00,2022-10-07 14:00:00,2022-10-07 13:35:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002arBIAAY,2022-09-08,2022-10-05,completed,2022-10-05 12:00:00,2022-10-05 14:00:00,2022-10-05 11:54:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002bwXBAAY,2022-10-05,2022-10-06,completed,2022-10-06 14:00:00,2022-10-06 16:00:00,2022-10-06 14:19:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002aoQ5AAI,2022-09-07,2022-10-07,completed,2022-10-07 12:00:00,2022-10-07 14:00:00,2022-10-07 12:58:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002abOFAAY,2022-09-01,2022-10-03,cannot start,2022-10-03 06:00:00,2022-10-03 08:00:00,2022-10-03 07:49:00,T-Noord-Brabant-Midden,installation,0,v000000TpKGCA0
7000002awVsAAI,2022-09-12,2022-10-07,completed,2022-10-07 12:00:00,2022-10-07 14:00:00,2022-10-07 12:33:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002akeWAAQ,2022-09-06,2022-10-07,cannot start,2022-10-07 06:00:00,2022-10-07 08:00:00,2022-10-07 06:38:00,T-Noord-Brabant-Midden,installation,0,v000000TpKGCA0
7000002ao8QAAQ,2022-09-07,2022-10-04,cannot start,2022-10-04 06:00:00,2022-10-04 08:00:00,2022-10-04 07:52:00,T-Noord-Brabant-Midden,installation,0,v000000TpKGCA0
7000002b3rVAAQ,2022-09-14,2022-10-03,completed,2022-10-03 10:00:00,2022-10-03 12:00:00,2022-10-03 11:24:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002aqGCAAY,2022-09-08,2022-10-05,completed,2022-10-05 06:00:00,2022-10-05 08:00:00,2022-10-05 06:12:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002apiPAAQ,2022-09-08,2022-10-04,completed,2022-10-04 10:00:00,2022-10-04 12:00:00,2022-10-04 12:00:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002ao15AAA,2022-09-07,2022-10-04,cannot start,2022-10-04 06:00:00,2022-10-04 08:00:00,2022-10-04 07:21:00,T-Noord-Brabant-Midden,installation,0,v000000TpKGCA0
7000002bbu4AAA,2022-09-27,2022-10-03,completed,2022-10-03 10:00:00,2022-10-03 12:00:00,2022-10-03 12:22:00,T-Noord-Brabant-Midden,repair,1,v000000TpKGCA0
7000002aZd3AAE,2022-08-31,2022-10-03,completed,2022-10-03 12:00:00,2022-10-03 14:00:00,2022-10-03 14:02:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002alLQAAY,2022-09-06,2022-10-07,completed,2022-10-07 10:00:00,2022-10-07 12:00:00,2022-10-07 10:41:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002bfF1AAI,2022-09-28,2022-10-03,completed,2022-10-03 10:00:00,2022-10-03 12:00:00,2022-10-03 10:30:00,T-Noord-Brabant-Midden,repair,1,v000000TpKGCA0
7000002bElyAAE,2022-09-19,2022-10-05,completed,2022-10-05 06:00:00,2022-10-05 08:00:00,2022-10-05 06:17:00,T-Noord-Brabant-Midden,installation,1,v000000TpKGCA0
7000002boxlAAA,2022-10-03,2022-10-06,completed,2022-10-06 10:00:00,2022-10-06 12:00:00,2022-10-06 12:04:00,T-Noord-Brabant-Midden,repair,1,v000000TpKGCA0
7000002ZntlAAC,2022-08-09,2022-10-03,completed,2022-10-03 12:00:00,2022-10-03 14:00:00,2022-10-03 14:01:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002bM3FAAU,2022-09-21,2022-10-06,completed,2022-10-06 08:00:00,2022-10-06 10:00:00,2022-10-06 09:52:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002bdsaAAA,2022-09-28,2022-10-13,completed,2022-10-13 14:00:00,2022-10-13 16:00:00,2022-10-13 16:06:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002bL4lAAE,2022-09-21,2022-10-20,completed,2022-10-20 12:00:00,2022-10-20 14:00:00,2022-10-20 12:05:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002bEosAAE,2022-09-19,2022-10-14,completed,2022-10-14 14:00:00,2022-10-14 16:00:00,2022-10-14 15:48:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002bCR8AAM,2022-09-18,2022-10-20,completed,2022-10-20 14:00:00,2022-10-20 16:00:00,2022-10-20 14:12:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002bTKmAAM,2022-09-23,2022-10-10,completed,2022-10-10 12:00:00,2022-10-10 14:00:00,2022-10-10 13:55:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002blUbAAI,2022-09-30,2022-10-13,completed,2022-10-13 12:00:00,2022-10-13 14:00:00,2022-10-13 12:19:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002aNo6AAE,2022-08-25,2022-10-06,completed,2022-10-06 12:00:00,2022-10-06 14:00:00,2022-10-06 12:45:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002bYYKAA2,2022-09-26,2022-10-13,cannot start,2022-10-13 10:00:00,2022-10-13 12:00:00,2022-10-13 10:50:00,T-Zuid-Holland-Zuid,repair,0,Y000000TlsOSAS
7000002bAhEAAU,2022-09-16,2022-10-06,completed,2022-10-06 06:00:00,2022-10-06 08:00:00,2022-10-06 07:34:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002bC4nAAE,2022-09-17,2022-10-07,completed,2022-10-07 14:00:00,2022-10-07 16:00:00,2022-10-07 14:27:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002bl4iAAA,2022-09-30,2022-10-19,completed,2022-10-19 10:00:00,2022-10-19 12:00:00,2022-10-19 12:18:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002bCSLAA2,2022-09-18,2022-10-06,cannot start,2022-10-06 14:00:00,2022-10-06 16:00:00,2022-10-06 16:12:00,T-Zuid-Holland-Zuid,repair,0,Y000000TlsOSAS
7000002b2BTAAY,2022-09-13,2022-10-20,completed,2022-10-20 10:00:00,2022-10-20 12:00:00,2022-10-20 11:09:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002b1UoAAI,2022-09-13,2022-10-10,completed,2022-10-10 14:00:00,2022-10-10 16:00:00,2022-10-10 15:49:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002bR56AAE,2022-09-22,2022-10-12,cannot start,2022-10-12 12:00:00,2022-10-12 14:00:00,2022-10-12 14:26:00,T-Zuid-Holland-Zuid,repair,0,Y000000TlsOSAS
7000002aw1DAAQ,2022-09-12,2022-10-12,completed,2022-10-12 10:00:00,2022-10-12 12:00:00,2022-10-12 11:51:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002c77JAAQ,2022-10-10,2022-10-20,completed,2022-10-20 08:00:00,2022-10-20 10:00:00,2022-10-20 08:04:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002bYg4AAE,2022-09-26,2022-10-10,completed,2022-10-10 10:00:00,2022-10-10 12:00:00,2022-10-10 11:23:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002ZnuZAAS,2022-08-09,2022-10-14,completed,2022-10-14 16:00:00,2022-10-14 18:00:00,2022-10-14 18:24:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002bilPAAQ,2022-09-29,2022-10-12,completed,2022-10-12 12:00:00,2022-10-12 14:00:00,2022-10-12 12:37:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002bhDWAAY,2022-09-29,2022-10-12,completed,2022-10-12 08:00:00,2022-10-12 10:00:00,2022-10-12 09:07:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002bisQAAQ,2022-09-29,2022-10-19,completed,2022-10-19 10:00:00,2022-10-19 12:00:00,2022-10-19 11:21:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002b6FzAAI,2022-09-15,2022-10-05,cannot start,2022-10-05 14:00:00,2022-10-05 16:00:00,2022-10-05 15:09:00,T-Zuid-Holland-Zuid,installation,0,Y000000TlsOSAS
7000002b3gwAAA,2022-09-14,2022-10-03,cannot start,2022-10-03 08:00:00,2022-10-03 10:00:00,2022-10-03 08:47:00,T-Zuid-Holland-Zuid,repair,0,Y000000TlsOSAS
7000002bhxoAAA,2022-09-29,2022-10-10,completed,2022-10-10 10:00:00,2022-10-10 12:00:00,2022-10-10 11:52:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002a8bnAAA,2022-08-18,2022-10-07,completed,2022-10-07 12:00:00,2022-10-07 14:00:00,2022-10-07 12:12:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002bDVfAAM,2022-09-19,2022-10-06,completed,2022-10-06 12:00:00,2022-10-06 14:00:00,2022-10-06 12:08:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002bzAPAAY,2022-10-06,2022-10-13,completed,2022-10-13 14:00:00,2022-10-13 16:00:00,2022-10-13 16:00:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002bFUUAA2,2022-09-19,2022-10-05,completed,2022-10-05 14:00:00,2022-10-05 16:00:00,2022-10-05 14:48:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002bIHYAA2,2022-09-20,2022-10-03,completed,2022-10-03 10:00:00,2022-10-03 12:00:00,2022-10-03 11:12:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002bSlmAAE,2022-09-23,2022-10-12,completed,2022-10-12 06:00:00,2022-10-12 08:00:00,2022-10-12 07:47:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002bFOqAAM,2022-09-19,2022-10-05,cannot start,2022-10-05 12:00:00,2022-10-05 14:00:00,2022-10-05 12:57:00,T-Zuid-Holland-Zuid,installation,0,Y000000TlsOSAS
7000002bXKvAAM,2022-09-26,2022-10-05,completed,2022-10-05 14:00:00,2022-10-05 16:00:00,2022-10-05 15:41:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002balLAAQ,2022-09-27,2022-10-06,completed,2022-10-06 12:00:00,2022-10-06 14:00:00,2022-10-06 14:07:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002bfq7AAA,2022-09-28,2022-10-13,completed,2022-10-13 12:00:00,2022-10-13 14:00:00,2022-10-13 12:51:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002bcAgAAI,2022-09-27,2022-10-20,completed,2022-10-20 14:00:00,2022-10-20 16:00:00,2022-10-20 14:36:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002bm61AAA,2022-09-30,2022-10-13,completed,2022-10-13 08:00:00,2022-10-13 10:00:00,2022-10-13 09:39:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002at9YAAQ,2022-09-09,2022-10-12,completed,2022-10-12 14:00:00,2022-10-12 16:00:00,2022-10-12 15:17:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002bQc9AAE,2022-09-22,2022-10-06,completed,2022-10-06 08:00:00,2022-10-06 10:00:00,2022-10-06 07:50:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002bVCVAA2,2022-09-24,2022-10-10,cannot start,2022-10-10 08:00:00,2022-10-10 10:00:00,2022-10-10 10:32:00,T-Zuid-Holland-Zuid,repair,0,Y000000TlsOSAS
7000002bSPCAA2,2022-09-23,2022-10-10,completed,2022-10-10 12:00:00,2022-10-10 14:00:00,2022-10-10 14:15:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002b4hNAAQ,2022-09-14,2022-10-14,cannot start,2022-10-14 12:00:00,2022-10-14 14:00:00,2022-10-14 12:33:00,T-Zuid-Holland-Zuid,repair,0,Y000000TlsOSAS
7000002bIbrAAE,2022-09-20,2022-10-10,completed,2022-10-10 14:00:00,2022-10-10 16:00:00,2022-10-10 15:37:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002b3aAAAQ,2022-09-14,2022-10-05,completed,2022-10-05 10:00:00,2022-10-05 12:00:00,2022-10-05 11:02:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002bf9XAAQ,2022-09-28,2022-10-12,completed,2022-10-12 14:00:00,2022-10-12 16:00:00,2022-10-12 16:20:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
7000002cCXWAA2,2022-10-11,2022-10-19,cannot start,2022-10-19 08:00:00,2022-10-19 10:00:00,2022-10-19 10:04:00,T-Zuid-Holland-Zuid,repair,0,Y000000TlsOSAS
7000002b45IAAQ,2022-09-14,2022-10-03,completed,2022-10-03 10:00:00,2022-10-03 12:00:00,2022-10-03 10:37:00,T-Zuid-Holland-Zuid,repair,1,Y000000TlsOSAS
7000002cCiUAAU,2022-10-11,2022-10-14,cannot start,2022-10-14 16:00:00,2022-10-14 18:00:00,2022-10-14 17:46:00,T-Zuid-Holland-Zuid,installation,0,Y000000TlsOSAS
7000002b6EDAAY,2022-09-15,2022-10-07,completed,2022-10-07 12:00:00,2022-10-07 14:00:00,2022-10-07 12:27:00,T-Zuid-Holland-Zuid,installation,1,Y000000TlsOSAS
