response_id,serviceappointment_id,submitted_at,nps
lcf4d5cqjgu1nm9svz8lcf4d59fk07iu,7000002bhNWAAY,2022-10-07 15:19:35,5.0
o8qdj9i48urxyko8qd8zbk3a60nc51dd,7000002bkirAAA,2022-10-17 17:10:26,2.0
isbfkn2sjjzcuzisbiqp03z151n9veiq,7000002cHqKAAU,2022-10-19 11:58:17,9.0
8xasav9jzlhh2f84k8xasa6iq5yb2rz1,7000002ZnoCAAS,2022-10-12 08:16:12,8.0
f5zwifosqq34gckzexiy3x1f5zwifc5m,7000002aT0aAAE,2022-10-19 14:46:38,7.0
ahj31z0lidef6kn6uon08bahj31z00wl,7000002aeTNAAY,2022-10-21 08:56:44,7.0
6mjqnqzykrwylokex8c6mjqnqhbuh48j,7000002aewoAAA,2022-10-03 15:59:40,9.0
d3m2v7r35qkj1ub2s2bmkzvd3m2v7r3h,7000002awsHAAQ,2022-10-03 13:57:40,8.0
5s3xd147fe1ctd5s3xdgw93edpwwno1l,7000002ax1oAAA,2022-10-12 20:43:35,3.0
szpt136efff7hqsvnt7o767mc9f8o9zp,7000002b3MXAAY,2022-10-19 12:15:24,7.0
mot2umvogl6947mihynmot2umvmkpnu4,7000002bHa0AAE,2022-10-04 15:46:34,8.0
dwzh3fkccb1b26jifkdwzhuxoz0z7epm,7000002bI0mAAE,2022-10-05 09:57:14,8.0
9rqr1wwviw6xbz39rqbictecho5eeph3,7000002bPqUAAU,2022-10-10 12:18:45,5.0
6wm5yfwffcpqrbe5a6wm5yfw9ax0evr2,7000002bPsfAAE,2022-10-11 12:29:46,4.0
ufu4y59bajtpm539ufu4y5sllvjc5xwy,7000002bQHfAAM,2022-10-17 08:36:19,6.0
ynxxdaq7pp937ot4ynxxdzdy31ypsxtd,7000002bQeoAAE,2022-10-12 15:46:21,7.0
gv4g0earigyet59suxegv4g0e7r7jcs2,7000002bWNVAA2,2022-10-21 18:58:12,7.0
lrs1ljj4t7av79bst7lrs1ljjumkjo7y,7000002bYCdAAM,2022-10-18 17:18:39,10.0
pl17u9rnbchzgoupl1b5gy3eo6b6c73c,7000002bhFNAAY,2022-10-04 07:34:12,3.0
awex4guwe0hzkp5uawcay8oqebyqm9jk,7000002bzlLAAQ,2022-10-19 21:30:43,5.0
0vxqxvdfl7f6k684twnvw0vxqxwtj9jl,7000002amxkAAA,2022-10-14 11:43:28,5.0
9i471fj2798qoxbsmima9i471fj276x9,7000002bEcXAAU,2022-10-07 11:44:19,7.0
obxe0na72tbjdpobxh7cdgzjzfqy2opf,7000002bF1SAAU,2022-10-13 19:48:55,1.0
3o8h5f4t56k63o8hsqsx8t4rvagl06sq,7000002bHeWAAU,2022-10-06 20:14:23,2.0
jmjmz8sd1rmya0shdjmjmv56wb0v73vi,7000002bHyvAAE,2022-10-03 10:33:28,5.0
8umco05sffomc11fxqw8umco0o28jlyh,7000002bKjnAAE,2022-10-04 10:00:31,7.0
809n2o5ma8xwg68i809n25k7k1ibqcvq,7000002bM3uAAE,2022-10-06 11:01:40,7.0
r3q69hdca328gaa7d5thr3q69hddgjc0,7000002bQAyAAM,2022-10-11 14:59:50,6.0
o58h98ioy6y0t0nno58h9zsjiiif82iz,7000002bXWsAAM,2022-10-20 12:10:37,8.0
cjxp6rqb22dubmocjxpy5u0bpfxek4fj,7000002ZqO2AAK,2022-10-03 12:32:23,6.0
dannro6zjwyl16itiaq502mhbdannro1,7000002bXYEAA2,2022-10-14 09:56:41,9.0
4ignvq4omtl7q4igk5vfquex9z6f3ujw,7000002bdclAAA,2022-10-04 17:57:03,5.0
l0bwtne4m5lpidkfl04pvc07vw5i84pv,7000002beFxAAI,2022-10-07 14:46:58,4.0
knlphzhi0le17b4knlph5sxm9xcmuu06,7000002beOlAAI,2022-10-10 08:42:37,9.0
byphiwq2ags42bh3j6byphi1gk8wx9gz,7000002beVmAAI,2022-10-18 15:09:40,3.0
jgnetj89dt9amhoomjgnexmeygy9hzbz,7000002bewTAAQ,2022-10-08 19:29:57,6.0
t2otmv5wirxruves4et2otmv0e7szf6k,7000002beyoAAA,2022-10-10 21:36:20,7.0
l4ycs96sx570we8cxl4ycsrewfoswx1n,7000002bhwXAAQ,2022-10-05 12:21:24,5.0
cvpmsmq3ko1zkyf6e8wscvpmsmq3tb7h,7000002bi7KAAQ,2022-10-11 10:10:47,10.0
7dsdmz708848w1a17dsdmmnf4zs0ips9,7000002bpQdAAI,2022-10-18 10:03:48,9.0
7tmnodgdh099apkix0187tmnoz66srnq,7000002bpbgAAA,2022-10-12 16:49:56,4.0
6s23zu9knf6ezb6s2hhjmfo4spsxiod0,7000002bqkFAAQ,2022-10-18 10:59:40,8.0
xa42yg8rsdka9c39rgxa42yg81twhdkg,7000002br2iAAA,2022-10-23 06:29:00,7.0
5n1fr4czqi8g36q8jr45n1frglaocxf5,7000002cIzSAAU,2022-10-17 16:36:44,8.0
sokhugbcdasambjtmrsokhugbg83sxni,7000002cVgYAAU,2022-10-19 07:49:55,9.0
wljgs5t2ye1y2v4wljgs5t8ynp9gfgi5,7000002bC15AAE,2022-10-17 11:42:08,8.0
2nmzfdfe8su07cn2nmzsyllkszc3kn1f,7000002bMKLAA2,2022-10-07 08:06:43,5.0
zsw1ymgui97kdtiizbkjzsw1ymgdjllz,7000002bb9IAAQ,2022-10-04 09:06:57,9.0
snx3fe6dpcc1nfo2kq0snx3f8iafr2o0,7000002bbusAAA,2022-10-05 16:09:16,9.0
57z7j96xowiahrkn57z7jcabnsxnwvw9,7000002bdukAAA,2022-10-14 20:57:18,3.0
vr0blun7xd6x9bev2bvr0blmedbea2wz,7000002biMeAAI,2022-10-11 19:13:12,2.0
t1mdve5izvyybbvbunt1mdveg1jjauth,7000002c5qNAAQ,2022-10-10 12:37:27,5.0
b71w0rqeahh9yl42b71w0howy4kcfx62,7000002ZvuwAAC,2022-10-07 11:01:42,7.0
rj0h7vzzn9adfqxhh5xyrj0h7j0h7u0k,7000002awt0AAA,2022-10-17 16:14:41,8.0
zbrpp5rrr4upysmzbrpprn35dqg7x4np,7000002bEi6AAE,2022-10-12 23:02:46,4.0
jw6dtw1dg4su5qxjts0rjw6dtwhkc1ez,7000002bT4KAAU,2022-10-21 15:50:28,7.0
v1y7hhk6c6vh35x263yzv1y7hhlernzq,7000002bTOKAA2,2022-10-14 10:44:37,4.0
5qs5zoir57yax5egrdg1i25qs5zoiusj,7000002bbc5AAA,2022-10-17 20:27:40,8.0
ijwkxyqscyqm84ecijwkxaccqpfwjtoo,7000002bqinAAA,2022-10-24 11:41:39,8.0
h21kssb1vxc5h21gcvmnso9skgm12mad,7000002aoGAAAY,2022-10-05 10:16:13,9.0
g78odo9uuzw8uzxpg78odofqjfiofx6l,7000002b55PAAQ,2022-10-18 13:39:17,9.0
vzdvrl04g5i0jmvzdvete5azveta11yn,7000002bIkoAAE,2022-10-21 15:34:22,9.0
s1ddf4pdrxegpv42197s1ddf4pndq35v,7000002bQPZAA2,2022-10-03 15:34:21,7.0
25fkehoyzhnd383mon25fkeidvxonutf,7000002bX7DAAU,2022-10-03 14:42:32,4.0
avph40jxh8eot3240avph43avtsviikq,7000002bhKwAAI,2022-10-13 18:49:33,1.0
k0tm9uofj1b5fi4x2gqtk0tmdl3uaijt,7000002ZvyoAAC,2022-10-11 12:06:16,8.0
c786963h0ps2ric786lsph8re85lcbbh,7000002al6GAAQ,2022-10-11 10:22:15,7.0
imsdzr2xopm6pwenh6bimsdzr9f69qv2,7000002b0iBAAQ,2022-10-11 11:41:46,3.0
e35da8cryiglgywa1oe35da8c01rg9ys,7000002b0qeAAA,2022-10-13 13:32:16,5.0
2g9hm0241ec3ylij2g9hv23ysnhxqwsh,7000002b1wJAAQ,2022-10-11 19:22:18,3.0
vf3qzux6l7kjyb5vf3qzuxze8exirbf0,7000002b5ERAAY,2022-10-14 13:39:36,4.0
thpaqs20t7rns211thpe715eqlfvio7n,7000002b6W7AAI,2022-10-10 17:23:10,6.0
a0sa9sk4jj6yv4c5a0sq62mxj1q52rm7,7000002b9OQAAY,2022-10-14 04:41:32,3.0
2inqgycxfncn6r0ckj372mbe2inqgycd,7000002bCjHAAU,2022-10-27 16:29:06,8.0
8q70tyljikz3lbo8q70a3k8g40htbo3i,7000002bD6QAAU,2022-10-18 08:33:36,6.0
1qsz0ukf8w7guol1qsz0rwwhnnlwgjq9,7000002bXQFAA2,2022-10-20 15:16:48,5.0
3enxivi5pe4mabf716b3sl3enxivijz2,7000002baeAAAQ,2022-10-11 09:06:50,5.0
mxq9pmb4m146u2eucrmw70mxq9p72f2u,7000002cBujAAE,2022-10-13 14:59:54,1.0
d1redqiamrg4vuej9cd1dk8leusv50ur,7000002atPlAAI,2022-10-03 13:20:19,8.0
e2gomrvsu83104ue2gouy6xech0hwjrk,7000002avhXAAQ,2022-10-13 18:07:16,4.0
o4rpsorylbgvj9o4rpsb3hxdt1r6b7yk,7000002bCxOAAU,2022-10-11 16:37:10,4.0
tjgqd55hg94fyxffbqrtjgqdepqbdbdc,7000002bIogAAE,2022-10-21 16:35:53,8.0
np2pj1y4i8umapeifwrgnp2pj1yci14r,7000002bPAsAAM,2022-10-06 14:51:34,10.0
i7kwah0tcd4yhx2i7kw8d7rbwaovlyxq,7000002a2hfAAA,2022-10-05 05:05:58,7.0
ztqh1yl2dyr7dn2ztqh1dl4h0qr5q2wy,7000002afsTAAQ,2022-10-03 16:58:25,9.0
awraznj8dcokvawrfnrfiavhb2wfadif,7000002agWiAAI,2022-10-06 19:02:00,5.0
hn0kadp3ki7iyaalhn05ht20nsa1odml,7000002aiQrAAI,2022-10-12 09:48:54,6.0
4zol8kpet0eq8al4zol5pdubqw2hcb5s,7000002aneaAAA,2022-10-10 14:42:18,5.0
3i9v7n5lnuaaipmpi7g43i9v7n5hs9h2,7000002arC6AAI,2022-10-11 10:26:52,1.0
3e14r0dd3hnu5gdu3e3zof1gnf92728m,7000002atTnAAI,2022-10-06 16:48:21,9.0
uyme73yp02dzvmz69g14uyme734jorbd,7000002bCoqAAE,2022-10-14 07:53:36,4.0
mef0lku9dceou4zeyhyermef0lk9jfnl,7000002bYLaAAM,2022-10-18 19:15:46,3.0
avynoutwuerjj1vb2avynoc610tpnh43,7000002bYs5AAE,2022-10-05 16:54:47,8.0
c5mo9yhpzbubz02f2uc5mo9yh1j1qbd7,7000002bnSmAAI,2022-10-05 12:04:52,3.0
bkgwotohdpiv2azx82libkgwot79zo1v,7000002bzRLAAY,2022-10-18 13:30:31,9.0
p6f2nfgql18lz7y1n91itp6f2nf3ks84,7000002c4YqAAI,2022-10-19 19:04:06,4.0
jds6o7oqzia88cgj5jds60fs92u4i6o5,7000002aq4pAAA,2022-10-11 00:56:58,10.0
0qxwbkea420rm0qxwbh92txq7qwa2it2,7000002bD61AAE,2022-10-11 11:47:08,6.0
zd0w0bkv8w8x5vzcvszd0w10rp2nl57s,7000002bEX3AAM,2022-10-19 16:40:54,8.0
bipdozskc8n9r6cxhkbipdoz0pm5it8o,7000002bOmhAAE,2022-10-04 11:18:56,7.0
ceemjhp8pyahlw56rs09toh3wceemjhp,7000002bbT8AAI,2022-10-05 14:48:14,3.0
r712q23dnoa0fud6bt4sjr712qbgehsr,7000002bfaOAAQ,2022-10-06 18:16:53,9.0
65xqinl220tfz2i58gwr65xqinlypq1o,7000002bo7GAAQ,2022-10-05 12:18:06,4.0
t6mtm10ps8ity6szah6wxnyt6mtm10p8,7000002c42BAAQ,2022-10-21 05:00:55,8.0
4koaayms09it5i3sh4koe5qodoghixm7,7000002a5AeAAI,2022-10-03 14:05:10,0.0
6jzlbrf2el2z40qqd2o6jzlbrfgwlqwy,7000002a5bbAAA,2022-10-10 13:44:52,5.0
n42fenkqixv5gnj7nh55uen42fenkqri,7000002aljxAAA,2022-10-06 14:10:59,6.0
8h0cqc851obe01dcr8h0y9df5u24rx8z,7000002aolNAAQ,2022-10-06 16:10:18,5.0
m8rm8qrubh13wr08ut7m8rm89gj2n0wu,7000002aqFiAAI,2022-10-12 22:04:21,3.0
h5d379p7qn6uurc3o7dy20zh5d3rmoyx,7000002aqlKAAQ,2022-10-04 12:18:57,9.0
cree5bcluu9s0wjabcreer4nf5yvcp5d,7000002ar5UAAQ,2022-10-14 09:00:15,4.0
phs9gzssj2hdjz5wz9c93yphs9gzsa0f,7000002b9cXAAQ,2022-10-12 18:25:15,3.0
c6bcruwobvawnt8n5fow2c6bcrusfpld,7000002bAdgAAE,2022-10-18 12:31:20,7.0
cn4f74pq7jg9fdkp5lewcn4f74lmobjr,7000002bFP5AAM,2022-10-20 14:16:49,9.0
37qfk2b6yn8hialp37qfkz0ii82jpuka,7000002bMDFAA2,2022-10-20 17:18:34,8.0
sy0xu3zpawm07o7qhbmsy0xuvzlo04az,7000002aZHCAA2,2022-10-21 09:51:02,4.0
10p32f6i0epen6r5j104sjetrbd2p6kz,7000002ast6AAA,2022-10-05 12:30:30,8.0
asuah69gi5v80yvu74asuah6u4717go7,7000002atuKAAQ,2022-10-12 15:08:37,2.0
bmx6ob8idxpg8k5easjx9bbmx6orr90h,7000002auvxAAA,2022-10-10 17:48:37,5.0
7496zx1jz4vnbyu57496zx7h1doe3keh,7000002bBxwAAE,2022-10-06 11:02:51,9.0
ac0ief8xrrhck2yfxq8ac0i6z1mfl6hw,7000002bEVlAAM,2022-10-13 07:44:14,9.0
wk4mrtznabnhnjvqubuwk4mriqkqh7qh,7000002bfHWAAY,2022-10-19 11:12:20,4.0
wlfo6flo650qgc9y15auwlfo6fvx960p,7000002bqPbAAI,2022-10-13 17:26:05,6.0
z89z8wlxcqrz3logr0s0z89z8tj87g2z,7000002c2jXAAQ,2022-10-11 15:14:59,6.0
hbzff0jez350bdhdhbzw9skxm6a1xuv1,7000002a635AAA,2022-10-24 08:57:44,7.0
e1hoo4hdbeez7e1hoo45898muv9ejq45,7000002ag3CAAQ,2022-10-19 14:38:23,9.0
gv0mzx2f1g67qfxxa82gv0mz2rydhojw,7000002bIlwAAE,2022-10-18 19:16:17,8.0
1u5oqsl9jrc76omj1um4vg5wt1ch8o6t,7000002bbd3AAA,2022-10-11 20:22:26,6.0
f5s7r756qvfvb8jf5s7u2koczd2xvetn,7000002bel6AAA,2022-10-11 16:00:19,7.0
etog8bd24o8iqv0qmetog8b6hm6z0vfh,7000002blFMAAY,2022-10-09 05:47:52,2.0
8e1njq0g94vmeg5l8e1ae86ldo23rilx,7000002c1CIAAY,2022-10-15 17:18:28,6.0
ejj5qb4mqlj3jxhejjcgxurwbh141t9x,7000002c3LWAAY,2022-10-15 14:37:53,8.0
66gmsoaqqvs6lpn666gmsb12ctee0p76,7000002aeXZAAY,2022-10-04 20:09:58,9.0
a9hj492xxuv6p75iexma9hj492hlnn0t,7000002bETGAA2,2022-10-19 17:26:09,9.0
6u2u3zrplt8tny8e8p1r6u2u3gaiu35t,7000002bfokAAA,2022-10-08 05:33:03,7.0
r7dado31ryeplvwh0r7dado4602ri2vz,7000002blQeAAI,2022-10-15 11:54:50,3.0
bxxj4j5ie6wh650cpbxxj4hmumpssvrq,7000002bnZTAAY,2022-10-15 08:00:33,5.0
u2vqhl3v8v1wwh2l0ju2vqhl3a7he35k,7000002bpIAAAY,2022-10-05 04:56:51,7.0
f4oacd0simulgblf4omoyz8ur3l2eacg,7000002bq6KAAQ,2022-10-17 17:31:00,6.0
p3yh91dv69gvazz2kvp3yh97vve7mayb,7000002a7AqAAI,2022-10-10 07:47:57,9.0
my60cfhh8qqrrwtmy7z0rydr32le6xj6,7000002bImGAAU,2022-10-21 16:11:05,6.0
vql22iv5a4bd2i5wavquxb8acu7v0cg2,7000002bMnIAAU,2022-10-06 12:10:53,7.0
wwuar2yoik4d70zsno2145wwuar2yn87,7000002bOehAAE,2022-10-17 09:37:36,7.0
4mlg14gzcss16sltj4mlg14vwonu6uch,7000002bQUPAA2,2022-10-05 14:35:13,9.0
03j8k3n27b43vrsfoi03j8kasv5utikd,7000002beKoAAI,2022-10-11 07:39:32,7.0
e4glspg64rtmcgrftjcqoe4gls1z03u3,7000002blixAAA,2022-10-17 16:14:31,5.0
zuo0vne482ob3ddmyzuo0vn474ae0uc6,7000002boI9AAI,2022-10-17 11:29:06,6.0
fmnkvd49jvetfze7sfmnkv872vf2lq5s,7000002bqAbAAI,2022-10-14 12:51:57,4.0
mtgjylz261rrsxpvy2mtgjyljf1qv11b,7000002bsq5AAA,2022-10-10 17:41:07,4.0
n0ejsi8u7zzr87szn0us790u13omh5cn,7000002btDnAAI,2022-10-06 11:54:31,4.0
vzqmz4y598t31s1rdnvzqmz4y5fxb4s7,7000002bzObAAI,2022-10-07 17:16:39,1.0
8xgprpku0k9dot7b8xgpslvyx9mmkc67,7000002c5iNAAQ,2022-10-19 17:15:14,9.0
3jq407f21dsbut8ke4p43jq407boplls,7000002c7SCAAY,2022-10-16 12:05:14,5.0
mskl6idzpa5goomskl0b4qfxybhev8pg,7000002cOIPAA2,2022-10-15 14:30:58,6.0
ism0dtaqqn5c6kkm4ism0dsd5n4z79wj,7000002cOSPAA2,2022-10-23 15:43:43,8.0
y1rv8b2yd1f555oo01r0y1rv8lc8fot2,7000002b9GgAAI,2022-10-16 07:47:39,2.0
i71i69wxuwjqka07q9i71i69wollnhyc,7000002bEexAAE,2022-10-04 12:09:18,6.0
3hx4127g71ezen3hx412je5qbfrx475k,7000002bGg2AAE,2022-10-04 12:47:02,9.0
t4rczph7bt0wrmugt4rcezlnodzbo92c,7000002bK9aAAE,2022-10-11 10:03:35,6.0
d52jcja4y88fvzd52jcjasmd52dvpd7q,7000002bKBcAAM,2022-10-18 09:08:29,10.0
uyasuabelzu5c241e0yuyasdp35ycle5,7000002bLZZAA2,2022-10-19 16:41:11,5.0
e7zab1bv6e8q8pe7hfwejvv69siwng9p,7000002bOxUAAU,2022-10-06 10:28:51,10.0
g467966tkkfz9xg46796fjdrucaqf394,7000002bW4DAAU,2022-10-13 06:11:28,9.0
e6nmdubusl1bby1hne7cgne6nmduxus8,7000002bXMXAA2,2022-10-10 12:56:25,7.0
a0t46ccb1mpedqhdiafla0t46qs2i368,7000002bbheAAA,2022-10-14 04:35:42,4.0
u359dbuvda6j46134ru359dbb6djwau2,7000002bbiDAAQ,2022-10-08 12:20:10,6.0
mclpyjv7di1lagt0qu6mclpyjv7wnekg,7000002beXdAAI,2022-10-10 15:45:37,4.0
7ex3unn2ghm5u8j47ex3ukl71ou6thg3,7000002beZZAAY,2022-10-20 10:32:53,8.0
q4l087pld9fho7v8j94hq4l086jj5xtu,7000002beZjAAI,2022-10-14 09:59:32,5.0
pk7f81vtoph7pwhwxx592spk7f811eu2,7000002bu1iAAA,2022-10-12 21:40:15,5.0
hwunktvs7w4i5rsqrna9mzwhwunkt90d,7000002bxHYAAY,2022-10-15 14:43:52,7.0
6pe24l1d8viyi85xam6pe24tvdtoo4fo,7000002bxJAAAY,2022-10-10 15:17:55,5.0
xavjtuaq8hylnr2xavjijnczg8kwmuju,7000002cAmZAAU,2022-10-18 12:41:42,6.0
ofqxl1vz4q6csxphp3udwofqxl1vqhjk,7000002cIWfAAM,2022-10-21 12:26:13,8.0
emrsp272z1min3bdjypsdemrsp2vk3fd,7000002cLySAAU,2022-10-21 18:06:27,9.0
kq4ighp12s4kp383208skq4ig97jl184,7000002cMnVAAU,2022-10-21 15:51:26,7.0
t7joh0cjdyo3yickq3set7jstdcc50iy,7000002a7OYAAY,2022-10-03 12:03:07,10.0
gqs7hokqzclsckxgqs7hokddk39ajrr3,7000002bf1xAAA,2022-10-19 07:45:42,4.0
601rocuzhd161szh601ha9jlm0wmq1eu,7000002b0ZTAAY,2022-10-03 13:06:13,10.0
x1z8citztvtu89j81x1z8citvcs6bv7p,7000002b24hAAA,2022-10-04 13:16:11,9.0
ravzwz6t8rs1x5oskg4xravzw6k0gfny,7000002bPTkAAM,2022-10-05 06:05:42,8.0
2pbh9mc9ss235zgek2pbh9dlg76p5y3g,7000002a9l5AAA,2022-10-11 04:38:26,9.0
vuukef32wq5jx3xr8j0vuuke5zkfxf8w,7000002aFCBAA2,2022-10-11 13:30:41,7.0
j124o0wyocdkbb2jj8zj124ol1kdd1ho,7000002aIlxAAE,2022-10-04 07:34:43,7.0
4j2qasxqlpm4h0kxjmqte4j2qasx4y1c,7000002aQBBAA2,2022-10-07 09:55:12,10.0
b6u45qc5kfk7tyzjywzm8b6u4gqgpp14,7000002ab5rAAA,2022-10-12 10:11:37,3.0
cw5cdjqo8vaqgc8idwcw5cdxjezgqd3a,7000002abeNAAQ,2022-10-13 03:38:51,6.0
8q7yr29ra1jeijfwxp90r48q7yrw1sh6,7000002abf6AAA,2022-10-12 05:44:07,8.0
h5ouqkjtlpl73yzrjeg5h5outvg436ha,7000002aoi4AAA,2022-10-24 11:34:29,8.0
d4ov57a4uctzq070id4ov579rylo7zuz,7000002b3eCAAQ,2022-10-12 12:42:57,6.0
5j5jdcjht338hkhp5j5aj6uj5rj90pq4,7000002aIp1AAE,2022-10-05 13:30:20,6.0
whjou620mtr35ihxbuydwhjou6tlfkna,7000002aLCnAAM,2022-10-10 18:50:10,6.0
lu0x6yc1tudzuz66nlu0x6oclgjil7df,7000002aOJSAA2,2022-10-06 19:27:44,9.0
pn3nya1diarfla75tor7pn3nmk3l6mws,7000002aZOIAA2,2022-10-13 18:48:39,5.0
1nzsje7flq8ir0tpapuq41nzsje7fcj3,7000002ag08AAA,2022-10-14 05:19:11,4.0
r0opxge33i7ecvhf4r0ojaceojg474yd,7000002aharAAA,2022-10-15 12:33:28,3.0
605blk0cyphxa456050je3yp47c9khkn,7000002azGGAAY,2022-10-21 23:05:36,3.0
lq9j25fcu0zivycvlq9j9yaycxzy14py,7000002bfdwAAA,2022-10-14 16:49:09,2.0
8omj4s7xh24owrw98omj4xe92e66g94r,7000002aD1VAAU,2022-10-05 13:39:27,4.0
f77ahv00aonroztem35jftuf77ahv2bq,7000002aFibAAE,2022-10-06 11:42:55,9.0
v7yyik6gsz1jzd5n69v7yyik6g61irkn,7000002aHSaAAM,2022-10-06 16:39:50,10.0
pn2sl0xmu06o3soopn25l1nszjsi270w,7000002aLbsAAE,2022-10-06 07:11:58,5.0
nxmwmc6w8wjo7c6inxmwmcts4aqfvevl,7000002akC3AAI,2022-10-03 13:36:20,6.0
xovmo3xrbn78rbljdxovmo3psw81mcen,7000002akn9AAA,2022-10-11 20:42:06,3.0
1ova6o7wjpu9hzm1ova0zdoyz6lyapy1,7000002akyvAAA,2022-10-14 10:38:47,4.0
45kqbpq6ev59bzqy45kqbp7h2ng8n6qx,7000002aokKAAQ,2022-10-12 14:12:38,7.0
weajd1yjnmi2j0wejxrecqb801qukt5y,7000002ax85AAA,2022-10-06 11:15:10,8.0
ldbyhsui1yfhqd5wtf6ldbyhpdwv2upb,7000002bDiZAAU,2022-10-13 07:39:09,9.0
2g8n07471voi5g04gni2bnvg2g8n07l5,7000002bL4MAAU,2022-10-28 05:26:36,6.0
i03qpfwfdxkvapgsn3i03qpfwpfv6wt9,7000002c48dAAA,2022-10-18 13:51:08,8.0
xqnijs2v18l2728iv9vj1xqnijr1vgf9,7000002agmOAAQ,2022-10-03 10:16:09,10.0
y0b0vmqe5xjz84e1azqz13y0b0vm2mm9,7000002apkpAAA,2022-10-06 11:51:39,7.0
4r9igx4gt865i4r9igwmxjqm5943uvf8,7000002b19lAAA,2022-10-17 12:18:08,6.0
830kop0edybvb65aa1830kofn654d034,7000002bmDbAAI,2022-10-18 12:01:00,6.0
yl282w7nj28097nrd1bptyl282wzaeh9,7000002bouIAAQ,2022-10-20 15:39:49,9.0
8m7077m9zqmle5a7t8m707mrioi7u5pu,7000002aD4eAAE,2022-10-04 20:50:56,8.0
qtc2z2ocqs3to3k67kmqtcb3hzhvhxdl,7000002bDGfAAM,2022-10-18 13:34:58,5.0
y4g0l17y3urn6khbgmu6y4g0joe5q9ik,7000002bIYOAA2,2022-10-12 06:21:56,5.0
p7glvq6v9w59s9i47p7glvqb5eb2gpi5,7000002bM4hAAE,2022-10-19 07:38:52,3.0
wvgx3knfbqnvarpb3mnx1pwvgx3knxxy,7000002bWB4AAM,2022-10-05 17:00:32,2.0
qzbs8q3qg53v5dv5gk6qzbs8tkbsf0z7,7000002cM4fAAE,2022-10-19 10:15:01,5.0
15v6htjun8xyxy15v6htwiliwalfcl2h,7000002aROfAAM,2022-10-13 12:22:15,8.0
v3pjn7wmftc0sb6v3pjn70zczz8zqk43,7000002aU02AAE,2022-10-05 10:06:54,9.0
fhfa65nlangg74nkfhfayombbsjolua3,7000002b0ZiAAI,2022-10-14 15:57:53,4.0
p1b2a1fbjpzhx9eiyh9wp1b2a1f8bt83,7000002bCVyAAM,2022-10-19 18:12:33,6.0
ep6dbw6fpx7gs48v8bep6dhvyynjhakc,7000002bPEBAA2,2022-10-14 17:26:45,7.0
r65nbv4hdvizbi0r65nk81hlvx63d1bi,7000002bQv6AAE,2022-10-13 08:53:25,8.0
s09djkwtjwtz1p0s09djobujs2efrykg,7000002bzyAAAQ,2022-10-12 13:18:13,10.0
wex8hvvz09svzeh1wex8hdv256j9hk04,7000002c11jAAA,2022-10-15 07:01:09,5.0
czelwuzqox9thhtmczelw9miqo6bh5p3,7000002c11tAAA,2022-10-12 16:05:41,4.0
r7bimiza7khm0r7bimiz4gpf9bylpcxw,7000002c5tpAAA,2022-10-19 17:19:15,7.0
s5t8tshy2gefe1shszqs5t8879s3uggh,7000002cQCYAA2,2022-10-21 13:26:23,3.0
zhuc1djh6jdfsqn0lk43szhuc1m9qyqu,7000002aH0lAAE,2022-10-14 21:19:08,2.0
fi5y13bpzlpdctt7g6lfi5apzt0n9etm,7000002aH7NAAU,2022-10-21 08:28:00,9.0
oekona2a4vlcbhoekol9664tuzql3zq6,7000002aHsnAAE,2022-10-24 12:39:55,7.0
lqm4lvlexp7oq7t5lqm4lvltnpet05ik,7000002aEYqAAM,2022-10-10 13:45:19,3.0
2aawkt49tz77nqg2aawk7lhms4pkj4ti,7000002aHBFAA2,2022-10-20 11:58:53,7.0
avz2wjkt6zkfchytavpsbtgl0bfbimnq,7000002aHCNAA2,2022-10-13 12:01:18,8.0
8vm5t6f9whodalveh8vm8qi4momt0fj9,7000002bAbLAAU,2022-10-09 19:12:21,7.0
tyoybbfg63s1ncmfrctyoyb60drrem48,7000002bCpeAAE,2022-10-07 17:00:58,7.0
bnwq44xg92sm6e09vrkbnwq44xfxu6ey,7000002bFNJAA2,2022-10-07 16:47:52,7.0
i3ad3uj8qyyr2d0bys8i3ad3n4pt349i,7000002bHCNAA2,2022-10-05 05:10:07,9.0
l64otsentniha9ip8l64otsensxidblr,7000002bHLFAA2,2022-10-12 14:52:29,4.0
gfjlt563r79t4gf4wp13o7mdr384j854,7000002bHs4AAE,2022-10-12 21:54:09,7.0
glqgh2bdeejpjkglqgh25q6dew8epz0g,7000002bHwuAAE,2022-10-12 19:46:12,4.0
qjxw3jtvxttrmymhzsqjxw3voiu5o6xo,7000002bM4dAAE,2022-10-19 11:46:56,10.0
arddn6d439yidward626sb1f3hnyz87f,7000002bPzgAAE,2022-10-14 18:14:42,3.0
2yfcez66hmdxrdvr16g2yfcezeuuygyw,7000002bQHkAAM,2022-10-14 20:39:47,2.0
92mhgcu1cil3u8uv6lbu092mhg1w1fxs,7000002bTg9AAE,2022-10-11 13:41:48,3.0
gbmojmhpiglh7unx3m9fdl5gbmoj8tdv,7000002bdp1AAA,2022-10-03 13:06:44,2.0
c9d89476v2h4gumntkt2c9d8940sslbw,7000002beVNAAY,2022-10-14 20:34:57,7.0
v2lkunrmsca1lc2g7aav2lk7dtoiaxvy,7000002bqpjAAA,2022-10-12 22:48:01,2.0
1n2jwpx1n83ii9ec1n28bo0q5b0xun9h,7000002cXQSAA2,2022-10-20 18:24:50,5.0
